,datetime,team1,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,chances1,chances2,moves1,moves2,group,matchday
358,2019-03-12 20:00:00+00:00,Manchester City,Schalke 04,MNC,SCH,k,7,0,7.35,0.0,3.1390000000000002,0.076,2.426,0.198,,
359,2019-03-12 20:00:00+00:00,Juventus,Atletico Madrid,JUV,ATL,k,3,0,3.15,0.0,2.767,0.462,2.325,0.766,,
360,2019-03-13 20:00:00+00:00,Barcelona,Lyon,BAR,LYON,k,5,1,5.25,1.05,4.274,0.6909999999999991,3.333,1.063,,
361,2019-03-13 20:00:00+00:00,Bayern Munich,Liverpool,BMU,LIV,k,1,3,1.05,3.15,0.277,1.057,0.432,1.17,,
362,2019-04-09 19:00:00+00:00,Liverpool,FC Porto,LIV,POR,q,2,0,2.1,0.0,2.342,1.15,1.936,0.606,,
363,2019-04-09 19:00:00+00:00,Tottenham Hotspur,Manchester City,TOT,MNC,q,1,0,1.05,0.0,0.802,1.413,0.974,0.992,,
364,2019-04-10 19:00:00+00:00,Manchester United,Barcelona,MAN,BAR,q,0,1,0.0,1.05,0.482,0.788,0.621,1.294,,
365,2019-04-10 19:00:00+00:00,Ajax,Juventus,AJX,JUV,q,1,1,1.05,1.05,1.16,0.726,2.03,0.807,,
366,2019-04-16 19:00:00+00:00,Juventus,Ajax,JUV,AJX,q,1,2,1.05,2.1,0.933,2.363,1.342,1.5710000000000002,,
367,2019-04-16 19:00:00+00:00,Barcelona,Manchester United,BAR,MAN,q,3,0,3.15,0.0,1.474,0.29,2.218,0.674,,
368,2019-04-17 19:00:00+00:00,Manchester City,Tottenham Hotspur,MNC,TOT,q,4,3,4.2,3.15,2.343,0.8270000000000001,2.832,0.726,,
369,2019-04-17 19:00:00+00:00,FC Porto,Liverpool,POR,LIV,q,1,4,1.05,4.2,1.029,3.265,1.952,1.63,,
370,2019-04-30 19:00:00+00:00,Tottenham Hotspur,Ajax,TOT,AJX,s,0,1,0.0,1.05,0.603,0.899,2.282,1.2690000000000001,,
371,2019-05-01 19:00:00+00:00,Barcelona,Liverpool,BAR,LIV,s,3,0,3.15,0.0,2.592,1.892,2.667,2.667,,
372,2019-05-07 19:00:00+00:00,Liverpool,Barcelona,LIV,BAR,s,4,0,4.2,0.0,2.785,1.276,1.424,2.262,,
373,2019-05-08 19:00:00+00:00,Ajax,Tottenham Hotspur,AJX,TOT,s,2,3,2.1,3.15,1.521,3.991,1.6019999999999999,2.669,,
374,2019-06-01 19:00:00+00:00,Tottenham Hotspur,Liverpool,TOT,LIV,f,0,2,0.0,1.6560000000000001,1.167,1.303,1.024,0.444,,
375,2019-09-17 16:55:00+00:00,Internazionale,Slavia Prague,INT,SSP,g,1,1,1.05,1.05,1.513,0.906,0.9379999999999991,1.083,F,1.0
376,2019-09-17 16:55:00+00:00,Lyon,Zenit St Petersburg,LYON,ZEN,g,1,1,1.05,1.05,1.526,1.203,0.781,1.2850000000000001,G,1.0
377,2019-09-17 19:00:00+00:00,Chelsea,Valencia,CHE,VAL,g,0,1,0.0,1.05,3.108,0.884,2.443,0.724,H,1.0
378,2019-09-17 19:00:00+00:00,FC Salzburg,Genk,SAL,GENK,g,6,2,6.3,2.1,4.391,0.759,2.807,0.664,E,1.0
379,2019-09-17 19:00:00+00:00,Ajax,Lille,AJX,LLE,g,3,0,3.15,0.0,1.585,1.972,2.309,1.45,H,1.0
380,2019-09-17 19:00:00+00:00,Napoli,Liverpool,NAP,LIV,g,2,0,1.5750000000000002,0.0,1.917,0.8280000000000001,0.893,1.3679999999999999,E,1.0
381,2019-09-17 19:00:00+00:00,Borussia Dortmund,Barcelona,DOR,BAR,g,0,0,0.0,0.0,3.916,0.442,1.7389999999999999,1.869,F,1.0
382,2019-09-17 19:00:00+00:00,Benfica,RB Leipzig,BEN,RBL,g,1,2,1.05,1.9,1.516,1.042,1.206,1.113,G,1.0
383,2019-09-18 16:55:00+00:00,Club Brugge,Galatasaray,CBKV,GAL,g,0,0,0.0,0.0,1.431,0.609,1.051,1.099,A,1.0
384,2019-09-18 16:55:00+00:00,Olympiacos,Tottenham Hotspur,OLY,TOT,g,2,2,2.1,2.1,1.621,1.5510000000000002,1.151,1.057,B,1.0
385,2019-09-18 19:00:00+00:00,Dinamo Zagreb,Atalanta,DIN,ATA,g,4,0,4.2,0.0,2.481,1.9540000000000002,1.615,1.556,C,1.0
386,2019-09-18 19:00:00+00:00,Atletico Madrid,Juventus,ATL,JUV,g,2,2,2.1,2.1,2.123,1.232,2.2720000000000002,1.127,D,1.0
387,2019-09-18 19:00:00+00:00,Bayer Leverkusen,Lokomotiv Moscow,LEV,LOK,g,1,2,1.05,2.1,1.317,0.889,2.449,0.634,D,1.0
388,2019-09-18 19:00:00+00:00,Bayern Munich,Red Star Belgrade,BMU,RED,g,3,0,2.37,0.0,3.771,0.23,5.053,0.557,B,1.0
389,2019-09-18 19:00:00+00:00,Shakhtar Donetsk,Manchester City,SHK,MNC,g,0,3,0.0,3.01,0.381,2.827,0.272,2.309,C,1.0
390,2019-09-18 19:00:00+00:00,Paris Saint-Germain,Real Madrid,PSG,MAD,g,3,0,2.625,0.0,1.8980000000000001,0.781,2.135,1.512,A,1.0
391,2019-10-01 16:55:00+00:00,Atalanta,Shakhtar Donetsk,ATA,SHK,g,1,2,1.05,2.1,2.917,1.153,2.041,1.341,C,2.0
392,2019-10-01 16:55:00+00:00,Real Madrid,Club Brugge,MAD,CBKV,g,2,2,1.8900000000000001,2.1,2.276,1.452,4.733,1.088,A,2.0
393,2019-10-01 19:00:00+00:00,Tottenham Hotspur,Bayern Munich,TOT,BMU,g,2,7,2.1,6.13,2.08,1.532,1.174,1.42,B,2.0
394,2019-10-01 19:00:00+00:00,Manchester City,Dinamo Zagreb,MNC,DIN,g,2,0,1.5750000000000002,0.0,3.404,0.068,5.716,0.247,C,2.0
395,2019-10-01 19:00:00+00:00,Juventus,Bayer Leverkusen,JUV,LEV,g,3,0,2.678,0.0,1.4,0.539,1.556,0.866,D,2.0
396,2019-10-01 19:00:00+00:00,Galatasaray,Paris Saint-Germain,GAL,PSG,g,0,1,0.0,1.05,0.506,2.825,1.474,1.8900000000000001,A,2.0
397,2019-10-01 19:00:00+00:00,Lokomotiv Moscow,Atletico Madrid,LOK,ATL,g,0,2,0.0,2.1,1.2810000000000001,2.823,0.867,2.223,D,2.0
398,2019-10-01 19:00:00+00:00,Red Star Belgrade,Olympiacos,RED,OLY,g,3,1,2.104,1.05,1.24,0.96,1.8639999999999999,0.9560000000000001,B,2.0
399,2019-10-02 16:55:00+00:00,Genk,Napoli,GENK,NAP,g,0,0,0.0,0.0,0.651,3.618,1.034,1.162,E,2.0
400,2019-10-02 16:55:00+00:00,Slavia Prague,Borussia Dortmund,SSP,DOR,g,0,2,0.0,1.624,1.233,0.9590000000000001,0.854,1.2730000000000001,F,2.0
401,2019-10-02 19:00:00+00:00,Liverpool,FC Salzburg,LIV,SAL,g,4,3,4.2,3.15,2.786,1.153,2.714,1.461,E,2.0
402,2019-10-02 19:00:00+00:00,Barcelona,Internazionale,BAR,INT,g,2,1,2.1,1.05,1.6219999999999999,0.986,3.5460000000000003,1.299,F,2.0
403,2019-10-02 19:00:00+00:00,Valencia,Ajax,VAL,AJX,g,0,3,0.0,3.15,1.893,1.492,0.918,1.822,H,2.0
404,2019-10-02 19:00:00+00:00,Zenit St Petersburg,Benfica,ZEN,BEN,g,3,1,2.958,1.05,1.822,1.266,1.473,1.345,G,2.0
405,2019-10-02 19:00:00+00:00,Lille,Chelsea,LLE,CHE,g,1,2,1.05,2.1,0.705,1.367,1.004,1.591,H,2.0
406,2019-10-02 19:00:00+00:00,RB Leipzig,Lyon,RBL,LYON,g,0,2,0.0,2.1,1.941,1.613,1.271,0.754,G,2.0
407,2019-10-22 16:55:00+00:00,Atletico Madrid,Bayer Leverkusen,ATL,LEV,g,1,0,1.05,0.0,0.929,0.544,1.169,0.68,D,3.0
408,2019-10-22 16:55:00+00:00,Shakhtar Donetsk,Dinamo Zagreb,SHK,DIN,g,2,2,2.1,2.1,1.293,2.041,1.532,0.995,C,3.0
409,2019-10-22 19:00:00+00:00,Club Brugge,Paris Saint-Germain,CBKV,PSG,g,0,5,0.0,4.697,0.335,4.072,0.875,1.417,A,3.0
410,2019-10-22 19:00:00+00:00,Tottenham Hotspur,Red Star Belgrade,TOT,RED,g,5,0,5.213,0.0,4.343,0.552,2.573,1.057,B,3.0
411,2019-10-22 19:00:00+00:00,Manchester City,Atalanta,MNC,ATA,g,5,1,5.25,1.05,4.389,1.744,1.778,0.9590000000000001,C,3.0
412,2019-10-22 19:00:00+00:00,Juventus,Lokomotiv Moscow,JUV,LOK,g,2,1,2.1,1.05,2.67,0.787,2.757,0.263,D,3.0
413,2019-10-22 19:00:00+00:00,Galatasaray,Real Madrid,GAL,MAD,g,0,1,0.0,1.05,0.975,2.237,1.612,2.778,A,3.0
414,2019-10-22 19:00:00+00:00,Olympiacos,Bayern Munich,OLY,BMU,g,2,3,2.1,3.032,0.779,2.965,0.972,1.556,B,3.0
415,2019-10-23 16:55:00+00:00,Ajax,Chelsea,AJX,CHE,g,0,1,0.0,1.05,0.369,1.796,1.337,1.291,H,3.0
416,2019-10-23 16:55:00+00:00,RB Leipzig,Zenit St Petersburg,RBL,ZEN,g,2,1,2.1,1.05,2.229,0.881,1.7349999999999999,1.345,G,3.0
417,2019-10-23 19:00:00+00:00,Genk,Liverpool,GENK,LIV,g,1,4,1.05,3.605,1.291,2.429,0.497,2.537,E,3.0
418,2019-10-23 19:00:00+00:00,FC Salzburg,Napoli,SAL,NAP,g,2,3,2.1,3.15,2.278,1.065,1.94,0.803,E,3.0
419,2019-10-23 19:00:00+00:00,Internazionale,Borussia Dortmund,INT,DOR,g,2,0,1.62,0.0,1.875,0.328,0.663,0.882,F,3.0
420,2019-10-23 19:00:00+00:00,Benfica,Lyon,BEN,LYON,g,2,1,2.1,1.05,0.555,1.437,1.015,1.094,G,3.0
421,2019-10-23 19:00:00+00:00,Lille,Valencia,LLE,VAL,g,1,1,0.84,1.05,1.907,0.654,2.824,0.708,H,3.0
422,2019-10-23 19:00:00+00:00,Slavia Prague,Barcelona,SSP,BAR,g,1,2,1.05,2.1,1.702,2.782,1.501,2.682,F,3.0
423,2019-11-05 17:55:00+00:00,Barcelona,Slavia Prague,BAR,SSP,g,0,0,0.0,0.0,2.46,0.224,2.078,0.875,F,4.0
424,2019-11-05 17:55:00+00:00,Zenit St Petersburg,RB Leipzig,ZEN,RBL,g,0,2,0.0,2.1,0.791,1.058,1.055,1.425,G,4.0
425,2019-11-05 20:00:00+00:00,Chelsea,Ajax,CHE,AJX,g,4,4,3.7800000000000002,4.2,4.875,1.011,2.136,0.648,H,4.0
426,2019-11-05 20:00:00+00:00,Liverpool,Genk,LIV,GENK,g,2,1,2.1,1.05,2.652,0.752,3.19,0.59,E,4.0
427,2019-11-05 20:00:00+00:00,Napoli,FC Salzburg,NAP,SAL,g,1,1,1.05,1.05,3.062,1.638,1.892,1.495,E,4.0
428,2019-11-05 20:00:00+00:00,Valencia,Lille,VAL,LLE,g,4,1,3.326,1.05,2.17,1.444,1.4849999999999999,1.048,H,4.0
429,2019-11-05 20:00:00+00:00,Borussia Dortmund,Internazionale,DOR,INT,g,3,2,3.15,2.1,3.007,1.592,3.481,1.32,F,4.0
430,2019-11-05 20:00:00+00:00,Lyon,Benfica,LYON,BEN,g,3,1,2.664,1.05,1.38,1.172,1.08,1.2770000000000001,G,4.0
431,2019-11-06 17:55:00+00:00,Bayern Munich,Olympiacos,BMU,OLY,g,2,0,1.6139999999999999,0.0,3.317,0.14200000000000002,3.561,0.11,B,4.0
432,2019-11-06 17:55:00+00:00,Lokomotiv Moscow,Juventus,LOK,JUV,g,1,2,1.05,2.1,2.336,2.154,1.494,2.406,D,4.0
433,2019-11-06 20:00:00+00:00,Dinamo Zagreb,Shakhtar Donetsk,DIN,SHK,g,3,3,2.653,3.15,1.947,2.706,1.18,1.076,C,4.0
434,2019-11-06 20:00:00+00:00,Atalanta,Manchester City,ATA,MNC,g,1,1,1.05,1.05,0.716,1.975,1.289,2.225,C,4.0
435,2019-11-06 20:00:00+00:00,Real Madrid,Galatasaray,MAD,GAL,g,6,0,5.496,0.0,3.511,0.654,2.73,0.47100000000000003,A,4.0
436,2019-11-06 20:00:00+00:00,Bayer Leverkusen,Atletico Madrid,LEV,ATL,g,2,1,2.1,0.84,1.655,1.808,1.116,1.857,D,4.0
437,2019-11-06 20:00:00+00:00,Paris Saint-Germain,Club Brugge,PSG,CBKV,g,1,0,1.05,0.0,2.326,2.098,1.638,1.422,A,4.0
438,2019-11-06 20:00:00+00:00,Red Star Belgrade,Tottenham Hotspur,RED,TOT,g,0,4,0.0,3.813,0.656,4.424,0.277,2.152,B,4.0
439,2019-11-26 17:55:00+00:00,Galatasaray,Club Brugge,GAL,CBKV,g,1,1,1.05,1.05,1.182,1.07,0.458,1.15,A,5.0
440,2019-11-26 17:55:00+00:00,Lokomotiv Moscow,Bayer Leverkusen,LOK,LEV,g,0,2,0.0,2.1,0.973,0.664,0.708,0.978,D,5.0
441,2019-11-26 20:00:00+00:00,Tottenham Hotspur,Olympiacos,TOT,OLY,g,4,2,4.032,2.1,2.622,0.911,1.724,0.848,B,5.0
442,2019-11-26 20:00:00+00:00,Manchester City,Shakhtar Donetsk,MNC,SHK,g,1,1,1.05,1.05,1.245,1.219,2.586,0.47000000000000003,C,5.0
443,2019-11-26 20:00:00+00:00,Atalanta,Dinamo Zagreb,ATA,DIN,g,2,0,2.1,0.0,2.684,0.315,1.972,0.47900000000000004,C,5.0
444,2019-11-26 20:00:00+00:00,Juventus,Atletico Madrid,JUV,ATL,g,1,0,1.05,0.0,0.404,0.717,0.614,1.431,D,5.0
445,2019-11-26 20:00:00+00:00,Real Madrid,Paris Saint-Germain,MAD,PSG,g,2,2,1.867,2.1,4.144,2.8280000000000003,2.521,0.995,A,5.0
446,2019-11-26 20:00:00+00:00,Red Star Belgrade,Bayern Munich,RED,BMU,g,0,6,0.0,5.809,0.113,5.101,0.15,3.607,B,5.0
447,2019-11-27 17:55:00+00:00,Valencia,Chelsea,VAL,CHE,g,2,2,2.1,2.1,3.15,2.263,2.083,2.193,H,5.0
448,2019-11-27 17:55:00+00:00,Zenit St Petersburg,Lyon,ZEN,LYON,g,2,0,1.745,0.0,0.764,0.529,0.966,1.162,G,5.0
449,2019-11-27 20:00:00+00:00,Genk,FC Salzburg,GENK,SAL,g,1,4,1.05,3.774,1.9420000000000002,2.938,0.976,2.513,E,5.0
450,2019-11-27 20:00:00+00:00,Liverpool,Napoli,LIV,NAP,g,1,1,1.05,1.05,0.863,0.427,2.289,0.369,E,5.0
451,2019-11-27 20:00:00+00:00,Barcelona,Borussia Dortmund,BAR,DOR,g,3,1,3.15,1.05,2.223,1.625,2.335,1.178,F,5.0
452,2019-11-27 20:00:00+00:00,Lille,Ajax,LLE,AJX,g,0,2,0.0,2.1,2.063,1.297,1.427,1.5390000000000001,H,5.0
453,2019-11-27 20:00:00+00:00,Slavia Prague,Internazionale,SSP,INT,g,1,3,1.05,2.7030000000000003,2.229,2.345,0.994,1.24,F,5.0
454,2019-11-27 20:00:00+00:00,RB Leipzig,Benfica,RBL,BEN,g,2,2,2.1,2.1,3.141,0.5730000000000001,2.235,0.47100000000000003,G,5.0
455,2019-12-10 17:55:00+00:00,FC Salzburg,Liverpool,SAL,LIV,g,0,2,0.0,2.1,0.685,3.902,1.291,2.733,E,6.0
456,2019-12-10 17:55:00+00:00,Napoli,Genk,NAP,GENK,g,4,0,4.096,0.0,3.106,1.245,1.7000000000000002,1.879,E,6.0
457,2019-12-10 20:00:00+00:00,Chelsea,Lille,CHE,LLE,g,2,1,2.1,1.05,2.871,0.352,2.181,0.609,H,6.0
458,2019-12-10 20:00:00+00:00,Ajax,Valencia,AJX,VAL,g,0,1,0.0,1.05,1.272,0.979,2.3609999999999998,0.724,H,6.0
459,2019-12-10 20:00:00+00:00,Internazionale,Barcelona,INT,BAR,g,1,2,1.05,2.1,2.048,1.663,2.212,1.421,F,6.0
460,2019-12-10 20:00:00+00:00,Borussia Dortmund,Slavia Prague,DOR,SSP,g,2,1,2.1,1.05,2.819,2.836,1.514,1.8210000000000002,F,6.0
461,2019-12-10 20:00:00+00:00,Benfica,Zenit St Petersburg,BEN,ZEN,g,3,0,2.544,0.0,2.668,0.159,1.5390000000000001,0.377,G,6.0
462,2019-12-10 20:00:00+00:00,Lyon,RB Leipzig,LYON,RBL,g,2,2,2.1,2.1,1.502,3.32,1.135,1.647,G,6.0
463,2019-12-11 17:55:00+00:00,Dinamo Zagreb,Manchester City,DIN,MNC,g,1,4,1.05,3.854,0.37,3.32,0.363,2.399,C,6.0
464,2019-12-11 17:55:00+00:00,Shakhtar Donetsk,Atalanta,SHK,ATA,g,0,3,0.0,2.111,0.561,2.995,1.476,1.873,C,6.0
465,2019-12-11 20:00:00+00:00,Club Brugge,Real Madrid,CBKV,MAD,g,1,3,1.05,2.625,1.085,1.3860000000000001,1.244,1.7189999999999999,A,6.0
466,2019-12-11 20:00:00+00:00,Atletico Madrid,Lokomotiv Moscow,ATL,LOK,g,2,0,2.1,0.0,2.765,0.058,0.984,0.305,D,6.0
467,2019-12-11 20:00:00+00:00,Bayer Leverkusen,Juventus,LEV,JUV,g,0,2,0.0,1.5750000000000002,1.982,0.968,1.698,0.731,D,6.0
468,2019-12-11 20:00:00+00:00,Bayern Munich,Tottenham Hotspur,BMU,TOT,g,3,1,3.15,1.05,2.833,1.279,2.451,0.33,B,6.0
469,2019-12-11 20:00:00+00:00,Olympiacos,Red Star Belgrade,OLY,RED,g,1,0,1.05,0.0,3.477,1.178,2.262,0.293,B,6.0
470,2019-12-11 20:00:00+00:00,Paris Saint-Germain,Galatasaray,PSG,GAL,g,5,0,4.902,0.0,5.035,0.222,2.262,0.431,A,6.0
471,2020-02-18 20:00:00+00:00,Atletico Madrid,Liverpool,ATL,LIV,k,1,0,1.05,0.0,0.916,0.562,0.5629999999999991,1.413,,
472,2020-02-18 20:00:00+00:00,Borussia Dortmund,Paris Saint-Germain,DOR,PSG,k,2,1,2.1,1.05,1.615,1.268,0.973,1.1400000000000001,,
473,2020-02-19 20:00:00+00:00,Tottenham Hotspur,RB Leipzig,TOT,RBL,k,0,1,0.0,1.05,0.754,2.18,0.9520000000000001,1.002,,
474,2020-02-19 20:00:00+00:00,Atalanta,Valencia,ATA,VAL,k,4,1,4.2,1.05,1.681,2.44,1.3719999999999999,1.887,,
475,2020-02-25 20:00:00+00:00,Chelsea,Bayern Munich,CHE,BMU,k,0,3,0.0,3.15,1.083,2.992,0.812,2.332,,
476,2020-02-25 20:00:00+00:00,Napoli,Barcelona,NAP,BAR,k,1,1,1.05,1.05,0.755,1.838,0.587,1.955,,
477,2020-02-26 20:00:00+00:00,Real Madrid,Manchester City,MAD,MNC,k,1,2,1.05,2.1,1.439,3.212,1.135,1.375,,
478,2020-02-26 20:00:00+00:00,Lyon,Juventus,LYON,JUV,k,1,0,1.05,0.0,0.9510000000000001,1.188,0.643,1.8130000000000002,,
479,2020-03-10 20:00:00+00:00,Valencia,Atalanta,VAL,ATA,k,3,4,3.15,4.2,2.062,3.034,1.34,1.037,,
480,2020-03-10 20:00:00+00:00,RB Leipzig,Tottenham Hotspur,RBL,TOT,k,3,0,3.15,0.0,1.13,0.275,1.046,0.588,,
481,2020-03-11 20:00:00+00:00,Liverpool,Atletico Madrid,LIV,ATL,k,2,3,2.1,3.15,3.575,1.15,4.036,0.665,,
482,2020-03-11 20:00:00+00:00,Paris Saint-Germain,Borussia Dortmund,PSG,DOR,k,2,0,2.1,0.0,1.173,0.4,0.797,1.67,,
483,2020-08-07 19:00:00+00:00,Manchester City,Real Madrid,MNC,MAD,k,2,1,2.1,1.05,1.9729999999999999,0.74,2.157,1.262,,
484,2020-08-07 19:00:00+00:00,Juventus,Lyon,JUV,LYON,k,2,1,2.1,1.05,2.727,1.035,1.5310000000000001,0.532,,
485,2020-08-08 19:00:00+00:00,Barcelona,Napoli,BAR,NAP,k,3,1,3.15,1.05,1.225,2.275,1.573,1.469,,
486,2020-08-08 19:00:00+00:00,Bayern Munich,Chelsea,BMU,CHE,k,4,1,4.2,1.05,3.016,0.991,2.247,0.609,,
487,2020-08-12 19:00:00+00:00,Atalanta,Paris Saint-Germain,ATA,PSG,q,1,2,1.05,2.1,0.501,2.943,1.13,1.026,,
488,2020-08-13 19:00:00+00:00,RB Leipzig,Atletico Madrid,RBL,ATL,q,2,1,2.1,1.05,0.9409999999999991,1.038,1.881,1.246,,
489,2020-08-14 19:00:00+00:00,Barcelona,Bayern Munich,BAR,BMU,q,2,8,2.1,7.235,1.203,5.611,1.008,3.6710000000000003,,
490,2020-08-15 19:00:00+00:00,Manchester City,Lyon,MNC,LYON,q,1,3,1.05,2.719,3.061,0.894,1.287,0.41300000000000003,,
491,2020-08-18 19:00:00+00:00,RB Leipzig,Paris Saint-Germain,RBL,PSG,s,0,3,0.0,3.15,1.416,3.653,2.306,1.7429999999999999,,
492,2020-08-19 19:00:00+00:00,Lyon,Bayern Munich,LYON,BMU,s,0,3,0.0,2.694,1.623,3.238,0.787,2.083,,
493,2020-08-23 19:00:00+00:00,Paris Saint-Germain,Bayern Munich,PSG,BMU,f,0,1,0.0,1.05,1.4100000000000001,1.5510000000000002,1.048,1.313,,
494,2020-10-20 16:55:00+00:00,Dynamo Kiev,Juventus,KIEV,JUV,g,0,2,0.0,1.751,0.488,1.929,0.553,1.092,G,1.0
495,2020-10-20 16:55:00+00:00,Zenit St Petersburg,Club Brugge,ZEN,CBKV,g,1,2,1.05,2.1,1.806,2.545,1.709,1.252,F,1.0
496,2020-10-20 19:00:00+00:00,Chelsea,Sevilla FC,CHE,SEV,g,0,0,0.0,0.0,0.432,0.24,0.8300000000000001,0.8300000000000001,E,1.0
497,2020-10-20 19:00:00+00:00,Lazio,Borussia Dortmund,LAZ,DOR,g,3,1,3.01,1.05,1.7069999999999999,1.955,0.9429999999999991,1.741,F,1.0
498,2020-10-20 19:00:00+00:00,Barcelona,Ferencvaros,BAR,FERE,g,5,1,4.443,0.84,2.843,1.125,2.293,0.608,G,1.0
499,2020-10-20 19:00:00+00:00,Paris Saint-Germain,Manchester United,PSG,MAN,g,1,2,1.05,2.1,1.482,1.4,1.626,1.153,H,1.0
500,2020-10-20 19:00:00+00:00,Stade Rennes,FC Krasnodar,REN,KRA,g,1,1,1.05,1.05,2.543,1.323,1.6840000000000002,1.126,E,1.0
501,2020-10-20 19:00:00+00:00,RB Leipzig,Istanbul Basaksehir,RBL,IBB,g,2,0,2.1,0.0,1.1219999999999999,0.9480000000000001,1.7000000000000002,0.635,H,1.0
502,2020-10-21 16:55:00+00:00,FC Salzburg,Lokomotiv Moscow,SAL,LOK,g,2,2,2.1,2.1,0.9580000000000001,0.735,1.643,1.092,A,1.0
503,2020-10-21 16:55:00+00:00,Real Madrid,Shakhtar Donetsk,MAD,SHK,g,2,3,2.1,3.15,1.111,1.477,2.127,0.492,B,1.0
504,2020-10-21 19:00:00+00:00,FC Midtjylland,Atalanta,FCM,ATA,g,0,4,0.0,3.729,0.77,2.876,1.134,1.534,D,1.0
505,2020-10-21 19:00:00+00:00,Manchester City,FC Porto,MNC,POR,g,3,1,3.094,1.05,1.516,0.263,1.186,0.438,C,1.0
506,2020-10-21 19:00:00+00:00,Ajax,Liverpool,AJX,LIV,g,0,1,0.0,1.05,1.305,1.227,1.808,1.724,D,1.0
507,2020-10-21 19:00:00+00:00,Internazionale,Borussia Monchengladbach,INT,MGB,g,2,2,2.1,2.1,3.014,1.319,2.07,0.298,B,1.0
508,2020-10-21 19:00:00+00:00,Bayern Munich,Atletico Madrid,BMU,ATL,g,4,0,4.17,0.0,2.626,0.383,1.7229999999999999,1.041,A,1.0
509,2020-10-21 19:00:00+00:00,Olympiacos,Marseille,OLY,MRS,g,1,0,1.05,0.0,1.033,1.191,1.163,0.9379999999999991,C,1.0
510,2020-10-27 17:55:00+00:00,Shakhtar Donetsk,Internazionale,SHK,INT,g,0,0,0.0,0.0,0.099,1.978,0.089,2.651,B,2.0
511,2020-10-27 17:55:00+00:00,Lokomotiv Moscow,Bayern Munich,LOK,BMU,g,1,2,1.05,2.1,1.96,2.625,1.001,2.184,A,2.0
512,2020-10-27 20:00:00+00:00,Liverpool,FC Midtjylland,LIV,FCM,g,2,0,1.5750000000000002,0.0,1.8290000000000002,1.231,1.26,0.723,D,2.0
513,2020-10-27 20:00:00+00:00,Atalanta,Ajax,ATA,AJX,g,2,2,2.1,2.1,2.22,1.441,1.709,0.97,D,2.0
514,2020-10-27 20:00:00+00:00,Atletico Madrid,FC Salzburg,ATL,SAL,g,3,2,3.15,2.1,2.472,1.204,2.2640000000000002,1.34,A,2.0
515,2020-10-27 20:00:00+00:00,Borussia Monchengladbach,Real Madrid,MGB,MAD,g,2,2,2.1,2.1,1.3519999999999999,2.77,0.9379999999999991,2.441,B,2.0
516,2020-10-27 20:00:00+00:00,FC Porto,Olympiacos,POR,OLY,g,2,0,1.726,0.0,1.499,1.162,1.065,0.713,C,2.0
517,2020-10-27 20:00:00+00:00,Marseille,Manchester City,MRS,MNC,g,0,3,0.0,2.7199999999999998,0.062,1.9180000000000001,0.193,1.944,C,2.0
518,2020-10-28 17:55:00+00:00,Istanbul Basaksehir,Paris Saint-Germain,IBB,PSG,g,0,2,0.0,1.883,0.991,3.143,2.542,2.009,H,2.0
519,2020-10-28 17:55:00+00:00,FC Krasnodar,Chelsea,KRA,CHE,g,0,4,0.0,3.31,0.646,2.628,0.706,1.023,E,2.0
520,2020-10-28 20:00:00+00:00,Club Brugge,Lazio,CBKV,LAZ,g,1,1,1.05,1.05,2.117,0.777,1.869,0.665,F,2.0
521,2020-10-28 20:00:00+00:00,Manchester United,RB Leipzig,MAN,RBL,g,5,0,4.023,0.0,2.547,0.454,1.448,0.97,H,2.0
522,2020-10-28 20:00:00+00:00,Juventus,Barcelona,JUV,BAR,g,0,2,0.0,1.47,0.369,2.251,1.596,3.2439999999999998,G,2.0
523,2020-10-28 20:00:00+00:00,Borussia Dortmund,Zenit St Petersburg,DOR,ZEN,g,2,0,1.5750000000000002,0.0,1.783,0.166,1.7810000000000001,0.46,F,2.0
524,2020-10-28 20:00:00+00:00,Ferencvaros,Dynamo Kiev,FERE,KIEV,g,2,2,1.8900000000000001,2.1,1.052,1.667,0.995,0.8320000000000001,G,2.0
525,2020-10-28 20:00:00+00:00,Sevilla FC,Stade Rennes,SEV,REN,g,1,0,1.05,0.0,2.452,0.096,2.093,0.12,E,2.0
526,2020-11-03 17:55:00+00:00,Shakhtar Donetsk,Borussia Monchengladbach,SHK,MGB,g,0,6,0.0,6.107,0.397,2.206,0.483,1.876,B,3.0
527,2020-11-03 17:55:00+00:00,Lokomotiv Moscow,Atletico Madrid,LOK,ATL,g,1,1,1.05,1.05,0.898,1.1360000000000001,0.447,1.889,A,3.0
528,2020-11-03 20:00:00+00:00,FC Midtjylland,Ajax,FCM,AJX,g,1,2,1.05,2.1,0.739,0.397,1.103,1.187,D,3.0
529,2020-11-03 20:00:00+00:00,Manchester City,Olympiacos,MNC,OLY,g,3,0,2.362,0.0,2.003,0.433,2.463,0.17200000000000001,C,3.0
530,2020-11-03 20:00:00+00:00,FC Salzburg,Bayern Munich,SAL,BMU,g,2,6,2.1,5.0,1.796,3.017,1.373,2.325,A,3.0
531,2020-11-03 20:00:00+00:00,Atalanta,Liverpool,ATA,LIV,g,0,5,0.0,5.25,1.239,2.589,1.291,1.9689999999999999,D,3.0
