,datetime,team1,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,chances1,chances2,moves1,moves2,group,matchday
705,2021-12-07 20:00:00+00:00,Shakhtar Donetsk,FC Sheriff Tiraspol,SHK,FST,g,1,1,1.05,1.05,1.758,1.058,2.293,1.198,D,6.0
706,2021-12-07 20:00:00+00:00,FC Porto,Atletico Madrid,POR,ATL,g,1,3,1.05,2.121,1.5939999999999999,3.898,1.111,0.47000000000000003,B,6.0
707,2021-12-08 17:45:00+00:00,Juventus,Malmo FF,JUV,MAL,g,1,0,1.05,0.0,2.165,0.199,1.528,0.441,H,6.0
708,2021-12-08 17:45:00+00:00,Zenit St Petersburg,Chelsea,ZEN,CHE,g,3,3,3.15,3.15,2.14,2.384,1.671,2.545,H,6.0
709,2021-12-08 20:00:00+00:00,Manchester United,Young Boys,MAN,BSCY,g,1,1,1.05,1.05,1.157,1.391,0.649,1.88,F,6.0
710,2021-12-08 20:00:00+00:00,FC Salzburg,Sevilla FC,SAL,SEV,g,1,0,1.05,0.0,0.721,0.983,0.462,0.523,G,6.0
711,2021-12-08 20:00:00+00:00,VfL Wolfsburg,Lille,WLF,LLE,g,1,3,1.05,2.934,0.651,2.386,1.124,0.674,G,6.0
712,2021-12-08 20:00:00+00:00,Bayern Munich,Barcelona,BMU,BAR,g,3,0,3.15,0.0,2.275,0.437,1.71,0.968,E,6.0
713,2021-12-08 20:00:00+00:00,Benfica,Dynamo Kiev,BEN,KIEV,g,2,0,2.1,0.0,1.215,0.935,0.966,1.709,E,6.0
714,2021-12-09 18:00:00+00:00,Atalanta,Villarreal,ATA,VLR,g,2,3,2.1,3.15,1.92,1.823,2.238,0.793,F,6.0
715,2022-02-15 20:00:00+00:00,Sporting CP,Manchester City,SCP,MNC,k,0,5,0.0,5.25,0.14300000000000002,2.358,0.502,1.27,,
716,2022-02-15 20:00:00+00:00,Paris Saint-Germain,Real Madrid,PSG,MAD,k,1,0,1.05,0.0,2.025,0.168,1.9340000000000002,0.381,,
717,2022-02-16 20:00:00+00:00,FC Salzburg,Bayern Munich,SAL,BMU,k,1,1,1.05,1.05,1.041,2.49,0.743,3.178,,
718,2022-02-16 20:00:00+00:00,Internazionale,Liverpool,INT,LIV,k,0,2,0.0,2.1,0.486,1.5779999999999998,1.444,1.299,,
719,2022-02-22 20:00:00+00:00,Chelsea,Lille,CHE,LLE,k,2,0,2.1,0.0,1.553,0.6890000000000001,1.311,0.796,,
720,2022-02-22 20:00:00+00:00,Villarreal,Juventus,VLR,JUV,k,1,1,1.05,1.05,1.1360000000000001,0.451,1.184,0.916,,
721,2022-02-23 20:00:00+00:00,Atletico Madrid,Manchester United,ATL,MAN,k,1,1,1.05,1.05,1.6320000000000001,0.451,0.806,0.483,,
722,2022-02-23 20:00:00+00:00,Benfica,Ajax,BEN,AJX,k,2,2,2.1,2.1,1.736,1.967,1.174,1.03,,
723,2022-03-08 20:00:00+00:00,Liverpool,Internazionale,LIV,INT,k,0,1,0.0,1.05,1.982,0.39,2.154,0.535,,
724,2022-03-08 20:00:00+00:00,Bayern Munich,FC Salzburg,BMU,SAL,k,7,1,7.35,1.05,3.517,0.627,2.766,0.522,,
725,2022-03-09 20:00:00+00:00,Manchester City,Sporting CP,MNC,SCP,k,0,0,0.0,0.0,1.7000000000000002,0.599,2.124,0.195,,
726,2022-03-09 20:00:00+00:00,Real Madrid,Paris Saint-Germain,MAD,PSG,k,3,1,3.15,1.05,2.118,1.9300000000000002,2.401,1.121,,
727,2022-03-15 20:00:00+00:00,Manchester United,Atletico Madrid,MAN,ATL,k,0,1,0.0,1.05,1.01,0.638,1.239,0.556,,
728,2022-03-15 20:00:00+00:00,Ajax,Benfica,AJX,BEN,k,0,1,0.0,1.05,1.036,0.592,3.153,0.836,,
729,2022-03-16 20:00:00+00:00,Juventus,Villarreal,JUV,VLR,k,0,3,0.0,3.15,1.475,2.392,1.287,0.878,,
730,2022-03-16 20:00:00+00:00,Lille,Chelsea,LLE,CHE,k,1,2,1.05,2.1,1.369,1.105,0.847,0.508,,
731,2022-04-05 19:00:00+00:00,Manchester City,Atletico Madrid,MNC,ATL,q,1,0,1.05,0.0,1.199,0.0,1.445,0.289,,
732,2022-04-05 19:00:00+00:00,Benfica,Liverpool,BEN,LIV,q,1,3,1.05,3.15,0.9450000000000001,3.7960000000000003,0.626,2.271,,
733,2022-04-06 19:00:00+00:00,Chelsea,Real Madrid,CHE,MAD,q,1,3,1.05,3.15,1.616,0.9520000000000001,1.525,0.502,,
734,2022-04-06 19:00:00+00:00,Villarreal,Bayern Munich,VLR,BMU,q,1,0,1.05,0.0,1.617,1.284,1.469,2.301,,
735,2022-04-12 19:00:00+00:00,Real Madrid,Chelsea,MAD,CHE,q,2,3,2.1,3.15,1.212,2.842,1.286,2.857,,
736,2022-04-12 19:00:00+00:00,Bayern Munich,Villarreal,BMU,VLR,q,1,1,1.05,1.05,1.464,0.732,2.783,0.561,,
737,2022-04-13 19:00:00+00:00,Liverpool,Benfica,LIV,BEN,q,3,3,3.15,3.15,2.307,0.9440000000000001,3.088,0.555,,
738,2022-04-13 19:00:00+00:00,Atletico Madrid,Manchester City,ATL,MNC,q,0,0,0.0,0.0,0.807,0.974,1.006,1.187,,
739,2022-04-26 19:00:00+00:00,Manchester City,Real Madrid,MNC,MAD,s,4,3,4.2,3.15,3.307,1.62,1.7389999999999999,0.98,,
740,2022-04-27 19:00:00+00:00,Liverpool,Villarreal,LIV,VLR,s,2,0,2.1,0.0,1.843,0.09,2.481,0.186,,
741,2022-05-03 19:00:00+00:00,Villarreal,Liverpool,VLR,LIV,s,2,3,2.1,3.15,1.478,1.587,0.86,1.607,,
742,2022-05-04 19:00:00+00:00,Real Madrid,Manchester City,MAD,MNC,s,3,1,3.15,1.05,2.602,1.7309999999999999,2.3970000000000002,1.841,,
743,2022-05-28 19:36:00+00:00,Liverpool,Real Madrid,LIV,MAD,f,0,1,0.0,1.05,2.124,0.74,2.8040000000000003,0.506,,
